SUB_DISTRICT,TYPE,STATE,CENSUS_CODE_2001,NAME,DISTRICT
Khedbrahma,Village,Gujarat,2405000100333400,Kotda,Sabar Kantha
Amirgadh,Village,Gujarat,2402000500137200,Ghanghu,Banas Kantha
Vav,Village,Gujarat,2402000100099600,Reluchi,Banas Kantha
Amirgadh,Village,Gujarat,2402000500135500,Karaza,Banas Kantha
Deesa,Village,Gujarat,2402000900186400,Kuda,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100333900,Dantiya,Sabar Kantha
Khedbrahma,Village,Gujarat,2405000100335100,Khandhora,Sabar Kantha
Amirgadh,Village,Gujarat,2402000500136000,Laxmipura (Amirgadh),Banas Kantha
Danta,Village,Gujarat,2402000600141500,Ghodatankani,Banas Kantha
Deesa,Village,Gujarat,2402000900186500,Chekra,Banas Kantha
Amirgadh,Village,Gujarat,2402000500135900,Juni Roh Sarotri,Banas Kantha
Danta,Village,Gujarat,2402000600141400,Amblimal,Banas Kantha
Vav,Village,Gujarat,2402000100100300,Asaravas,Banas Kantha
Tharad,Village,Gujarat,2402000200119500,Jetda,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100333700,Umbarva,Sabar Kantha
Danta,Village,Gujarat,2402000600141700,Koteshvar,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100334600,Songadh,Sabar Kantha
Danta,Village,Gujarat,2402000600141100,Sembalpani,Banas Kantha
Danta,Village,Gujarat,2402000600141200,Bedapani,Banas Kantha
Danta,Village,Gujarat,2402000600141300,Sarhad Chhapri,Banas Kantha
Tharad,Village,Gujarat,2402000200119600,Lunawa,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100333800,Ambasar,Sabar Kantha
Khedbrahma,Village,Gujarat,2405000100333600,Sembaliya (Poshina),Sabar Kantha
Khedbrahma,Village,Gujarat,2405000100334800,Amba Mahuda,Sabar Kantha
Deesa,Village,Gujarat,2402000900187500,Chandaji Golia,Banas Kantha
Deesa,Village,Gujarat,2402000900186900,Sherpura,Banas Kantha
Vav,Village,Gujarat,2402000100099900,Malsan,Banas Kantha
Deesa,Village,Gujarat,2402000900186700,Devsari,Banas Kantha
Danta,Village,Gujarat,2402000600141000,Guda,Banas Kantha
Deesa,Village,Gujarat,2402000900188900,Lakhani,Banas Kantha
Danta,Village,Gujarat,2402000600141600,Khokhar Bili,Banas Kantha
Amirgadh,Village,Gujarat,2402000500137500,Iqbalgadh,Banas Kantha
Amirgadh,Village,Gujarat,2402000500135700,Deri,Banas Kantha
Amirgadh,Village,Gujarat,2402000500137300,Dholia,Banas Kantha
Tharad,Village,Gujarat,2402000200118800,Nagala,Banas Kantha
Dantiwada,Village,Gujarat,2402000400132500,Godh,Banas Kantha
Amirgadh,Village,Gujarat,2402000500135600,Umarkot,Banas Kantha
Tharad,Village,Gujarat,2402000200119400,Peparal,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100334900,Kajavas,Sabar Kantha
Deesa,Village,Gujarat,2402000900187100,Kasari,Banas Kantha
Danta,Village,Gujarat,2402000600142500,Ranpur,Banas Kantha
Dantiwada,Village,Gujarat,2402000400132600,Nandotra (Brahmanvas),Banas Kantha
Vav,Village,Gujarat,2402000100099800,Ravla,Banas Kantha
Danta,Village,Gujarat,2402000600141800,Jharivav,Banas Kantha
Tharad,Village,Gujarat,2402000200119700,Khorda,Banas Kantha
Dantiwada,Village,Gujarat,2402000400132900,Vadvas,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100334700,Lakhiya,Sabar Kantha
Palanpur,Village,Gujarat,2402000800170400,Ranawas,Banas Kantha
Tharad,Village,Gujarat,2402000200119800,Moti Pavad,Banas Kantha
Dantiwada,Village,Gujarat,2402000400133300,Sikariya,Banas Kantha
Tharad,Village,Gujarat,2402000200119900,Nani Pavad,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100333500,Gandhisan,Sabar Kantha
Khedbrahma,Village,Gujarat,2405000100335000,Ganchhali,Sabar Kantha
Palanpur,Village,Gujarat,2402000800170500,Juvol,Banas Kantha
Deesa,Village,Gujarat,2402000900188400,Nani,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100335200,Chhochhar,Sabar Kantha
Vav,Village,Gujarat,2402000100100100,Chandarva,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100335400,Gunbhankhari,Sabar Kantha
Deesa,Village,Gujarat,2402000900188300,Zenal,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100335300,Delvada (Kheroj),Sabar Kantha
Amirgadh,Village,Gujarat,2402000500137400,Zanzarvav,Banas Kantha
Danta,Town,Gujarat,2402000640203000,Ambaji,Banas Kantha
Deesa,Village,Gujarat,2402000900188800,Moral,Banas Kantha
Deesa,Village,Gujarat,2402000900187300,Morthal Golia,Banas Kantha
Vav,Village,Gujarat,2402000100100000,Vavdi,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100336300,Dantral,Sabar Kantha
Amirgadh,Village,Gujarat,2402000500138300,Bhamariya,Banas Kantha
Deesa,Village,Gujarat,2402000900187000,Kunvara Padar,Banas Kantha
Amirgadh,Village,Gujarat,2402000500137600,Jethi,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100336000,Matarvada,Sabar Kantha
Tharad,Village,Gujarat,2402000200120000,Jandla,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100335900,Vinchhi,Sabar Kantha
Amirgadh,Village,Gujarat,2402000500139000,Dhanpura (Dholiya),Banas Kantha
Vav,Village,Gujarat,2402000100100200,Khimana Padar,Banas Kantha
Palanpur,Village,Gujarat,2402000800170600,Chekhala,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100335500,Kukdi,Sabar Kantha
Amirgadh,Village,Gujarat,2402000500138100,Khajuriya,Banas Kantha
Tharad,Village,Gujarat,2402000200120100,Dodgam,Banas Kantha
Deesa,Village,Gujarat,2402000900188600,Matu,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100335600,Jotasan,Sabar Kantha
Danta,Village,Gujarat,2402000600142400,Chikhla,Banas Kantha
Amirgadh,Village,Gujarat,2402000500138900,Ghoda,Banas Kantha
Deesa,Village,Gujarat,2402000900187400,Genaji rabari Golia,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100336400,Padapat,Sabar Kantha
Deesa,Village,Gujarat,2402000900188000,Davas,Banas Kantha
Deesa,Village,Gujarat,2402000900188500,Jhakol,Banas Kantha
Amirgadh,Village,Gujarat,2402000500138800,Ganji,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100335800,Mathasara,Sabar Kantha
Khedbrahma,Village,Gujarat,2405000100336200,Ganva,Sabar Kantha
Dantiwada,Village,Gujarat,2402000400133800,Ramsida (Chhapra),Banas Kantha
Dantiwada,Village,Gujarat,2402000400133200,Nandotra (Thakorvas),Banas Kantha
Deesa,Village,Gujarat,2402000900187800,Latiya,Banas Kantha
Dantiwada,Village,Gujarat,2402000400133100,Nilpur,Banas Kantha
Dantiwada,Village,Gujarat,2402000400133000,Jorapura (Lodpa),Banas Kantha
Palanpur,Village,Gujarat,2402000800170800,Bhatamal Nani,Banas Kantha
Vav,Village,Gujarat,2402000100100400,Asaragam,Banas Kantha
Deesa,Village,Gujarat,2402000900188200,Yavarpura,Banas Kantha
Amirgadh,Village,Gujarat,2402000500138700,Dabhchatra,Banas Kantha
Palanpur,Village,Gujarat,2402000800170300,Jorapura Bhakhar,Banas Kantha
Danta,Village,Gujarat,2402000600142300,Kumbhariya,Banas Kantha
Tharad,Village,Gujarat,2402000200120500,Asasan,Banas Kantha
Vav,Village,Gujarat,2402000100100500,Chatarpura,Banas Kantha
Danta,Village,Gujarat,2402000600140900,Dabhchatra,Banas Kantha
Deesa,Village,Gujarat,2402000900188700,Dodana,Banas Kantha
Deesa,Village,Gujarat,2402000900187900,Vasada,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100336100,Ganer,Sabar Kantha
Danta,Village,Gujarat,2402000600142600,Jetvas,Banas Kantha
Palanpur,Village,Gujarat,2402000800170700,Rampura (Karaza),Banas Kantha
Deesa,Village,Gujarat,2402000900190200,Mahadeviya,Banas Kantha
Dantiwada,Village,Gujarat,2402000400133600,Vaghrol,Banas Kantha
Vav,Village,Gujarat,2402000100101300,Morikha,Banas Kantha
Deodar,Village,Gujarat,2402001000197000,Lembau,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100335700,Tadhivedi,Sabar Kantha
Amirgadh,Village,Gujarat,2402000500138000,Mandaliya,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100336800,Demti,Sabar Kantha
Deesa,Village,Gujarat,2402000900189200,Agthala,Banas Kantha
Deesa,Village,Gujarat,2402000900190100,Akhol Moti,Banas Kantha
Amirgadh,Village,Gujarat,2402000500137900,Ambapani,Banas Kantha
Tharad,Village,Gujarat,2402000200120300,Del,Banas Kantha
Deesa,Village,Gujarat,2402000900189700,Laxmipura,Banas Kantha
Tharad,Village,Gujarat,2402000200120400,Sanavia,Banas Kantha
Deesa,Village,Gujarat,2402000900189600,Varnoda,Banas Kantha
Deodar,Village,Gujarat,2402001000197100,Achhavadiya,Banas Kantha
Amirgadh,Village,Gujarat,2402000500138200,Rabaran,Banas Kantha
Deesa,Village,Gujarat,2402000900190600,Ranpur Ugamno Vas,Banas Kantha
Deesa,Village,Gujarat,2402000900188100,Shamsherpura,Banas Kantha
Deesa,Village,Gujarat,2402000900189800,Dama,Banas Kantha
Danta,Village,Gujarat,2402000600141900,Padaliya,Banas Kantha
Deesa,Village,Gujarat,2402000900189900,Jorapura,Banas Kantha
Deesa,Village,Gujarat,2402000900189500,Gamdi,Banas Kantha
Deesa,Village,Gujarat,2402000900189400,Katarva,Banas Kantha
Amirgadh,Village,Gujarat,2402000500139100,Surela,Banas Kantha
Vav,Village,Gujarat,2402000100100600,Padan,Banas Kantha
Danta,Village,Gujarat,2402000600142000,Naivada,Banas Kantha
Deodar,Village,Gujarat,2402001000197200,Kuwana,Banas Kantha
Vav,Village,Gujarat,2402000100101200,Madka,Banas Kantha
Deesa,Village,Gujarat,2402000900190500,Ranpur Vachlovas,Banas Kantha
Deodar,Village,Gujarat,2402001000197400,Chalva,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100336700,Choliya,Sabar Kantha
Danta,Village,Gujarat,2402000600142700,Rinchhadi,Banas Kantha
Vav,Village,Gujarat,2402000100100900,Khardol,Banas Kantha
Deesa,Village,Gujarat,2402000900190400,Ranpur Athamno Vas,Banas Kantha
Dantiwada,Village,Gujarat,2402000400133700,Lodpa,Banas Kantha
Danta,Village,Gujarat,2402000600143800,Ganapipli,Banas Kantha
Danta,Village,Gujarat,2402000600144100,Mahuda,Banas Kantha
Danta,Village,Gujarat,2402000600142200,Viramveri,Banas Kantha
Amirgadh,Village,Gujarat,2402000500137700,Bantawada,Banas Kantha
Vav,Village,Gujarat,2402000100100700,Golap,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100336600,Golvada,Sabar Kantha
Deesa,Village,Gujarat,2402000900191500,Mota Kapra,Banas Kantha
Amirgadh,Village,Gujarat,2402000500140400,Kengora,Banas Kantha
Palanpur,Village,Gujarat,2402000800172100,Bhatamal Moti,Banas Kantha
Danta,Village,Gujarat,2402000600142900,Dhareda,Banas Kantha
Danta,Village,Gujarat,2402000600144200,Kesarpura,Banas Kantha
Vav,Village,Gujarat,2402000100101100,Bhachali,Banas Kantha
Deodar,Village,Gujarat,2402001000197500,Sanav,Banas Kantha
Amirgadh,Village,Gujarat,2402000500139300,Ajapur Vanka,Banas Kantha
Dantiwada,Village,Gujarat,2402000400133400,Bhakhar Nani,Banas Kantha
Dantiwada,Village,Gujarat,2402000400133500,Bhakhar Moti,Banas Kantha
Deesa,Village,Gujarat,2402000900189300,Chitroda,Banas Kantha
Palanpur,Village,Gujarat,2402000800172200,Antroli,Banas Kantha
Amirgadh,Village,Gujarat,2402000500137800,Rajpuriya,Banas Kantha
Deodar,Village,Gujarat,2402001000197300,Lavana,Banas Kantha
Tharad,Village,Gujarat,2402000200120200,Sanadhar,Banas Kantha
Deesa,Village,Gujarat,2402000900191300,Rampura,Banas Kantha
Amirgadh,Village,Gujarat,2402000500139200,Ajapur Mota,Banas Kantha
Danta,Village,Gujarat,2402000600143900,Machakoda,Banas Kantha
Danta,Village,Gujarat,2402000600142800,Panchha,Banas Kantha
Deesa,Village,Gujarat,2402000900190300,Vadli Farm,Banas Kantha
Danta,Village,Gujarat,2402000600144300,Kodaravi Ranpur,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100337200,Lambadiya,Sabar Kantha
Danta,Village,Gujarat,2402000600142100,Kengora,Banas Kantha
Vav,Village,Gujarat,2402000100102300,Golap Nesda,Banas Kantha
Danta,Village,Gujarat,2402000600143700,Khokhariyavas,Banas Kantha
Vav,Village,Gujarat,2402000100101000,Bhatvar Vas,Banas Kantha
Danta,Village,Gujarat,2402000600144000,Javara,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100337000,Malvas,Sabar Kantha
Danta,Village,Gujarat,2402000600144500,Hadad,Banas Kantha
Vav,Village,Gujarat,2402000100101700,Dharadhara,Banas Kantha
Deesa,Village,Gujarat,2402000900191600,Nana Kapra,Banas Kantha
Deesa,Village,Gujarat,2402000900191400,Godha,Banas Kantha
Deesa,Village,Gujarat,2402000900189000,Vasna (Vatam),Banas Kantha
Palanpur,Village,Gujarat,2402000800172500,Chitrasani,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100336500,Dotad,Sabar Kantha
Danta,Village,Gujarat,2402000600143300,Jambera,Banas Kantha
Vav,Village,Gujarat,2402000100101500,Devpura (Talsari),Banas Kantha
Vav,Village,Gujarat,2402000100100800,Jelana,Banas Kantha
Palanpur,Village,Gujarat,2402000800170900,Akedi,Banas Kantha
Amirgadh,Village,Gujarat,2402000500139900,Dhanpura,Banas Kantha
Amirgadh,Village,Gujarat,2402000500139400,Kansaravid,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100337300,Kharaniya,Sabar Kantha
Danta,Village,Gujarat,2402000600143500,Jhumfali,Banas Kantha
Deesa,Village,Gujarat,2402000900190000,Akhol Nani,Banas Kantha
Palanpur,Village,Gujarat,2402000800172400,Kotda (Chand Gadh),Banas Kantha
Amirgadh,Village,Gujarat,2402000500139800,Dabhela,Banas Kantha
Danta,Village,Gujarat,2402000600143600,Tarangda,Banas Kantha
Deesa,Village,Gujarat,2402000900189100,Manaki,Banas Kantha
Amirgadh,Village,Gujarat,2402000500140300,Bhayla,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100337100,Mithi Vedi,Sabar Kantha
Palanpur,Village,Gujarat,2402000800172300,Pirojpura(Tankani),Banas Kantha
Deodar,Village,Gujarat,2402001000197800,Makhanu,Banas Kantha
Deodar,Village,Gujarat,2402001000197900,Makdala,Banas Kantha
Danta,Village,Gujarat,2402000600144400,Begadiyavas,Banas Kantha
Deesa,Village,Gujarat,2402000900190800,Rajpur,Banas Kantha
Danta,Village,Gujarat,2402000600147500,Sarakala,Banas Kantha
Vav,Village,Gujarat,2402000100102100,Bhatvargam,Banas Kantha
Danta,Village,Gujarat,2402000600144600,Dhamanva,Banas Kantha
Deesa,Village,Gujarat,2402000900191700,Vakvada,Banas Kantha
Vav,Village,Gujarat,2402000100102500,Radosan,Banas Kantha
Deodar,Village,Gujarat,2402001000197700,Chibhda,Banas Kantha
Palanpur,Village,Gujarat,2402000800173100,Malana,Banas Kantha
Deesa,Town,Gujarat,2402000940206000,Deesa,Banas Kantha
Amirgadh,Village,Gujarat,2402000500140100,Virampur,Banas Kantha
Amirgadh,Village,Gujarat,2402000500140200,Kanpura,Banas Kantha
Danta,Village,Gujarat,2402000600143400,Rupvas,Banas Kantha
Danta,Village,Gujarat,2402000600147700,Vadnal,Banas Kantha
Deodar,Village,Gujarat,2402001000198000,Rantila,Banas Kantha
Deodar,Village,Gujarat,2402001000197600,Daua,Banas Kantha
Deesa,Village,Gujarat,2402000900191100,Malgadh,Banas Kantha
Palanpur,Village,Gujarat,2402000800171000,Badarpura (Bhutedi),Banas Kantha
Deesa,Village,Gujarat,2402000900191200,Dhedhal,Banas Kantha
Vav,Village,Gujarat,2402000100101600,Baiyak,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100336900,Movatpura,Sabar Kantha
Deodar,Village,Gujarat,2402001000198100,Vajegadh,Banas Kantha
Deodar,Village,Gujarat,2402001000198200,Dera,Banas Kantha
Palanpur,Village,Gujarat,2402000800172000,Sangla,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100337400,Tembdi,Sabar Kantha
Vav,Village,Gujarat,2402000100101800,Dethali,Banas Kantha
Danta,Village,Gujarat,2402000600143100,Dhabani Vav,Banas Kantha
Danta,Village,Gujarat,2402000600144700,Gothada,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100337500,Tembada,Sabar Kantha
Khedbrahma,Village,Gujarat,2405000100337700,Nada,Sabar Kantha
Amirgadh,Village,Gujarat,2402000500139600,Vagdadi,Banas Kantha
Deesa,Village,Gujarat,2402000900192300,Odhava,Banas Kantha
Amirgadh,Village,Gujarat,2402000500139500,Rampura (Vadla),Banas Kantha
Vav,Village,Gujarat,2402000100102600,Nadabet,Banas Kantha
Palanpur,Village,Gujarat,2402000800171900,Bhutedi,Banas Kantha
Vav,Village,Gujarat,2402000100102400,Meghpura,Banas Kantha
Deesa,Village,Gujarat,2402000900191000,Kumpat,Banas Kantha
Vav,Village,Gujarat,2402000100102000,Dendava,Banas Kantha
Dantiwada,Village,Gujarat,2402000400133900,Dangiya,Banas Kantha
Deesa,Village,Gujarat,2402000900192600,Vadaval,Banas Kantha
Vav,Village,Gujarat,2402000100102200,Kanothi,Banas Kantha
Palanpur,Village,Gujarat,2402000800173900,Hasanpur,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100337600,Polapan,Sabar Kantha
Danta,Village,Gujarat,2402000600144900,Manchhla,Banas Kantha
Deesa,Village,Gujarat,2402000900190700,Kant,Banas Kantha
Deodar,Village,Gujarat,2402001000199300,Kotarwada,Banas Kantha
Palanpur,Village,Gujarat,2402000800172600,Ranpuriya,Banas Kantha
Danta,Village,Gujarat,2402000600145100,Pipalavali Vav,Banas Kantha
Danta,Village,Gujarat,2402000600146900,Khatal,Banas Kantha
Amirgadh,Village,Gujarat,2402000500140000,Chikanvas,Banas Kantha
Palanpur,Village,Gujarat,2402000800173000,Hebatpur,Banas Kantha
Danta,Village,Gujarat,2402000600147600,Dhrangivas,Banas Kantha
Palanpur,Village,Gujarat,2402000800172700,Ukarda,Banas Kantha
Danta,Village,Gujarat,2402000600145000,Taleti,Banas Kantha
Deesa,Village,Gujarat,2402000900191800,Dharanva,Banas Kantha
Danta,Village,Gujarat,2402000600147000,Raghpur,Banas Kantha
Danta,Village,Gujarat,2402000600146800,Miranvas,Banas Kantha
Palanpur,Village,Gujarat,2402000800171200,Madana (Dangiya),Banas Kantha
Danta,Village,Gujarat,2402000600143200,Devaliyavali Vav,Banas Kantha
Deesa,Village,Gujarat,2402000900192100,Taleganj,Banas Kantha
Amirgadh,Village,Gujarat,2402000500139700,Khemarajiya,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100338000,Mahudi,Sabar Kantha
Vav,Village,Gujarat,2402000100101900,Tithgam,Banas Kantha
Palanpur,Village,Gujarat,2402000800172800,Malpuriya,Banas Kantha
Danta,Village,Gujarat,2402000600144800,Dericharda,Banas Kantha
Palanpur,Village,Gujarat,2402000800171300,Kotda (Bhakhar),Banas Kantha
Vav,Village,Gujarat,2402000100103500,Bhadvel,Banas Kantha
Deesa,Village,Gujarat,2402000900192500,Lorvada,Banas Kantha
Danta,Village,Gujarat,2402000600147100,Sultanpur,Banas Kantha
Danta,Village,Gujarat,2402000600147400,Bamnoj,Banas Kantha
Palanpur,Village,Gujarat,2402000800171800,Rajpur (Pakhanva),Banas Kantha
Danta,Village,Gujarat,2402000600147300,Virpur(Hadad),Banas Kantha
Danta,Village,Gujarat,2402000600143000,Siyavada,Banas Kantha
Deodar,Village,Gujarat,2402001000198300,Jalodha,Banas Kantha
Deesa,Village,Gujarat,2402000900192200,Balodhar,Banas Kantha
Danta,Village,Gujarat,2402000600147200,Banodara,Banas Kantha
Deesa,Village,Gujarat,2402000900193000,Rasana Mota,Banas Kantha
Deodar,Village,Gujarat,2402001000199000,Kunvata,Banas Kantha
Vav,Village,Gujarat,2402000100102700,Bharadava,Banas Kantha
Palanpur,Village,Gujarat,2402000800174100,Hathidra,Banas Kantha
Deesa,Village,Gujarat,2402000900192000,Peplu,Banas Kantha
Palanpur,Village,Gujarat,2402000800172900,Jaspuriya,Banas Kantha
Deesa,Village,Gujarat,2402000900192800,Bhoyan,Banas Kantha
Bhabhar,Village,Gujarat,2402001100204300,Sanesda,Banas Kantha
Palanpur,Village,Gujarat,2402000800171100,Vadhana,Banas Kantha
Deesa,Village,Gujarat,2402000900191900,Shergadh,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100337800,Dedka,Sabar Kantha
Palanpur,Village,Gujarat,2402000800174000,Merwada (Mahajan),Banas Kantha
Palanpur,Village,Gujarat,2402000800173800,Laxmanpura,Banas Kantha
Vav,Village,Gujarat,2402000100103000,Limbala,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100338100,Nava Mota,Sabar Kantha
Danta,Village,Gujarat,2402000600147800,Rayaniya,Banas Kantha
Amirgadh,Village,Gujarat,2402000500140500,Pedcholi,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100337900,Umbora,Sabar Kantha
Vav,Village,Gujarat,2402000100102800,Koreti,Banas Kantha
Danta,Village,Gujarat,2402000600148300,Toraniya,Banas Kantha
Vav,Village,Gujarat,2402000100103400,Savpura,Banas Kantha
Danta,Village,Gujarat,2402000600146700,Kherani Umbari,Banas Kantha
Palanpur,Village,Gujarat,2402000800174300,Malan,Banas Kantha
Deesa,Village,Gujarat,2402000900192400,Dedol,Banas Kantha
Deesa,Village,Gujarat,2402000900190900,Sherganj,Banas Kantha
Danta,Village,Gujarat,2402000600148000,Mahobatgadh (Hadad),Banas Kantha
Palanpur,Village,Gujarat,2402000800171700,Delwada,Banas Kantha
Danta,Village,Gujarat,2402000600147900,Mankanchampa,Banas Kantha
Danta,Village,Gujarat,2402000600145200,Vasi,Banas Kantha
Deesa,Village,Gujarat,2402000900192900,Rasana Nana,Banas Kantha
Deodar,Village,Gujarat,2402001000198600,Sesan Nava,Banas Kantha
Palanpur,Village,Gujarat,2402000800171500,Chandisar,Banas Kantha
Deodar,Village,Gujarat,2402001000200000,Vatam Juna,Banas Kantha
Danta,Village,Gujarat,2402000600146500,Kunvarsi,Banas Kantha
Deodar,Village,Gujarat,2402001000198500,Vatam Nava,Banas Kantha
Deodar,Village,Gujarat,2402001000198400,Narana,Banas Kantha
Deesa,Village,Gujarat,2402000900193800,Gharnal Nani,Banas Kantha
Palanpur,Village,Gujarat,2402000800173200,Pakhanwa,Banas Kantha
Danta,Village,Gujarat,2402000600148100,Navovas (Hadad),Banas Kantha
Palanpur,Village,Gujarat,2402000800173700,Sangra,Banas Kantha
Palanpur,Village,Gujarat,2402000800173600,Khemana,Banas Kantha
Vav,Village,Gujarat,2402000100102900,Mamana,Banas Kantha
Deodar,Village,Gujarat,2402001000198700,Sesan Juna,Banas Kantha
Deesa,Village,Gujarat,2402000900192700,Juna Deesa,Banas Kantha
Khedbrahma,Village,Gujarat,2405000100338200,Bubadiyana chhapran,Sabar Kantha
Deesa,Village,Gujarat,2402000900193700,Sotambla,Banas Kantha
Amirgadh,Village,Gujarat,2402000500140800,Khapara,Banas Kantha
Palanpur,Village,Gujarat,2402000800173500,Varwadia,Banas Kantha
Deodar,Village,Gujarat,2402001000199200,Golvi,Banas Kantha
Danta,Village,Gujarat,2402000600148200,Unodara,Banas Kantha
Deodar,Village,Gujarat,2402001000199100,Golvo,Banas Kantha
Danta,Village,Gujarat,2402000600145300,Divdi,Banas Kantha
Palanpur,Village,Gujarat,2402000800174200,Pedagara,Banas Kantha
Palanpur,Village,Gujarat,2402000800173300,Moriya,Banas Kantha
